original	gatherings.original	width.original	height.original	obl.original	gatherings	width	height	obl	area	n	n_cum	f	f_cum
12⁰⁸.⁴.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479127	0	99.5
13 x 16 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479130	0	99.5
13 x 19 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479133	0	99.5
14 x 11 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479136	0	99.5
14 x 17 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479139	0	99.5
15 cm. 8⁰.	8vo	NA	15	FALSE	8vo	11	15	0	165	3	479142	0	99.5
15 x 17 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479145	0	99.5
16 cm. (12mo and 8vo)	NA	NA	16	FALSE	NA	11	16	NA	176	3	479148	0	99.5
16 x 11 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479151	0	99.5
16 x 19 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479154	0	99.5
17 x 19 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479157	0	99.5
17 x 21 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479160	0	99.5
18 x 13 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479163	0	99.5
18 x 22 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479166	0	99.5
18cm (8⁰)	8vo	NA	NA	FALSE	8vo	13	19	0	247	3	479169	0	99.5
19 cm. (4to and 8vo)	NA	NA	19	FALSE	NA	13	19	NA	247	3	479172	0	99.5
19 x 23 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479175	0	99.5
19 x 32 cm (2⁰)	2fo	NA	NA	FALSE	2fo	30	45	0	1350	3	479178	0	99.5
19cm (8⁰)	8vo	NA	NA	FALSE	8vo	13	19	0	247	3	479181	0	99.5
2⁰ (33 cm.).	2fo	NA	33	FALSE	2fo	22	33	0	726	3	479184	0	99.5
2⁰ (51 cm.).	2fo	NA	51	FALSE	2fo	32	51	0	1632	3	479187	0	99.5
20 x 12 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479190	0	99.5
20 x 25 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479193	0	99.5
20 x 26 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479196	0	99.5
20 x 33 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479199	0	99.5
20-21 cm. (8⁰)	8vo	NA	NA	FALSE	8vo	13	19	0	247	3	479202	0	99.5
2⁰; 4⁰.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479205	0	99.5
21 x 33 cm (2⁰)	2fo	NA	NA	FALSE	2fo	30	45	0	1350	3	479208	0	99.5
21 x 34 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479211	0	99.5
22 x 15 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479214	0	99.5
22 x 19 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479217	0	99.5
23 x 13 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479220	0	99.5
24 x 14 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479223	0	99.6
24 x 17 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479226	0	99.6
24 x 18 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479229	0	99.6
24 x 21 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479232	0	99.6
24⁰ in 8's.	24mo	NA	NA	FALSE	24mo	8.5	12.5	0	106.25	3	479235	0	99.6
26 cm (2⁰)	2fo	NA	26	FALSE	2fo	17	26	0	442	3	479238	0	99.6
27 x 25 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479241	0	99.6
28 x 15 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479244	0	99.6
28 x 17 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479247	0	99.6
28 x 18 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479250	0	99.6
29 cm (1/2⁰)	2fo	NA	29	FALSE	2fo	19	29	0	551	3	479253	0	99.6
29 x 17 cm. 1/2⁰.	2fo	NA	NA	FALSE	2fo	30	45	0	1350	3	479256	0	99.6
31 cm. (1/2⁰)	2fo	NA	31	FALSE	2fo	20	31	0	620	3	479259	0	99.6
31 x 10 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479262	0	99.6
31 x 16 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479265	0	99.6
32 cm. (4⁰)	4to	NA	32	FALSE	4to	25	32	0	800	3	479268	0	99.6
32 x 24 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479271	0	99.6
32cm (1/2⁰)	2fo	NA	NA	FALSE	2fo	30	45	0	1350	3	479274	0	99.6
33 cm (4⁰)	4to	NA	33	FALSE	4to	26	33	0	858	3	479277	0	99.6
33 x 25 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479280	0	99.6
34 cm. (1/2⁰)	2fo	NA	34	FALSE	2fo	22	34	0	748	3	479283	0	99.6
34 cm. (2⁰)	2fo	NA	34	FALSE	2fo	22	34	0	748	3	479286	0	99.6
34 x 14 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479289	0	99.6
34 x 18 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479292	0	99.6
34 x 24 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479295	0	99.6
34 x 41 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479298	0	99.6
35 cm (1/2⁰)	2fo	NA	35	FALSE	2fo	23	35	0	805	3	479301	0	99.6
35 x 17 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479304	0	99.6
35 x 25 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479307	0	99.6
36 cm. (1/2⁰)	2fo	NA	36	FALSE	2fo	24	36	0	864	3	479310	0	99.6
36 x 26 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479313	0	99.6
36 x 27 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479316	0	99.6
36 x 28 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479319	0	99.6
36 x 29 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479322	0	99.6
36 x 30 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479325	0	99.6
37 cm (1/2⁰)	2fo	NA	37	FALSE	2fo	25	37	0	925	3	479328	0	99.6
37 x 13 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479331	0	99.6
37 x 15 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479334	0	99.6
37 x 30 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479337	0	99.6
38 x 16 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479340	0	99.6
38 x 21 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479343	0	99.6
39 x 17 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479346	0	99.6
4 D0.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479349	0	99.6
4.8 cm.	NA	NA	4.8	FALSE	64mo	4	4.8	0	19.2	3	479352	0	99.6
4⁰ in 8.	4to	NA	NA	FALSE	4to	22	28	0	616	3	479355	0	99.6
4⁰ obl.	4to	NA	NA	TRUE	4to	28	22	1	616	3	479358	0	99.6
40 x 28 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479361	0	99.6
40 x 30 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479364	0	99.6
4⁰; 2⁰.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479367	0	99.6
4₀.	4to	NA	NA	FALSE	4to	22	28	0	616	3	479370	0	99.6
4⁰⁸.⁴.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479373	0	99.6
40cm (2⁰)	2fo	NA	NA	FALSE	2fo	30	45	0	1350	3	479376	0	99.6
41 x 24 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479379	0	99.6
42 x 17 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479382	0	99.6
42 x 23 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479385	0	99.6
44 x 33 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479388	0	99.6
44 x 34 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479391	0	99.6
45 x 21 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479394	0	99.6
45 x 25 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479397	0	99.6
45 x 26 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479400	0	99.6
45 x 29 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479403	0	99.6
45 x 35 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479406	0	99.6
46 cm. (2⁰)	2fo	NA	46	FALSE	2fo	30	46	0	1380	3	479409	0	99.6
46cm (2⁰)	2fo	NA	NA	FALSE	2fo	30	45	0	1350	3	479412	0	99.6
47 x 28 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479415	0	99.6
47 x 35 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479418	0	99.6
48 cm. (2⁰)	2fo	NA	48	FALSE	2fo	31	48	0	1488	3	479421	0	99.6
48 x 38 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479424	0	99.6
48 x 39 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479427	0	99.6
48cm (2⁰)	2fo	NA	NA	FALSE	2fo	30	45	0	1350	3	479430	0	99.6
49 cm. (2⁰)	2fo	NA	49	FALSE	2fo	31	49	0	1519	3	479433	0	99.6
49 x 30 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479436	0	99.6
49 x 38 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479439	0	99.6
4⁹.	4to	NA	NA	FALSE	4to	22	28	0	616	3	479442	0	99.6
50 x 19 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479445	0	99.6
50 x 38 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479448	0	99.6
52 x 39 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479451	0	99.6
52 x 40 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479454	0	99.6
53 x 40 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479457	0	99.6
53 x 42 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479460	0	99.6
53 x 44 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479463	0	99.6
55 cm.	NA	NA	55	FALSE	NA	34	55	NA	1870	3	479466	0	99.6
55 x 43 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479469	0	99.6
59 x 47 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479472	0	99.6
63 cm.	NA	NA	63	FALSE	NA	38	63	NA	2394	3	479475	0	99.6
7 x 13 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479478	0	99.6
8.̥	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479481	0	99.6
8⁰?.	8vo	NA	NA	FALSE	8vo	13	19	0	247	3	479484	0	99.6
82⁰.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479487	0	99.6
84⁰.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479490	0	99.6
broadside.	1to	NA	NA	FALSE	2fo	30	45	0	1350	3	479493	0	99.6
obl 8⁰.	8vo	NA	NA	TRUE	8vo	19	13	1	247	3	479496	0	99.6
obl. 10⁰.	NA	NA	NA	TRUE	NA	NA	NA	1	NA	3	479499	0	99.6
obl. 24⁰.	24mo	NA	NA	TRUE	24mo	12.5	8.5	1	106.25	3	479502	0	99.6
obl. 4⁰	4to	NA	NA	TRUE	4to	28	22	1	616	3	479505	0	99.6
obl.1/32⁰.	32mo	NA	NA	TRUE	32mo	12	7	1	84	3	479508	0	99.6
Obl.12⁰.	12mo	NA	NA	TRUE	12mo	19	12.5	1	237.5	3	479511	0	99.6
Obl.8⁰.	8vo	NA	NA	TRUE	8vo	19	13	1	247	3	479514	0	99.6
obl.fol(6).	2fo	NA	NA	TRUE	2fo	45	30	1	1350	3	479517	0	99.6
obl2⁰.	2fo	NA	NA	TRUE	2fo	45	30	1	1350	3	479520	0	99.6
obl4	4to	NA	NA	TRUE	4to	28	22	1	616	3	479523	0	99.6
obl8⁰.	8vo	NA	NA	TRUE	8vo	19	13	1	247	3	479526	0	99.6
oblong 1/4⁰.	4to	NA	NA	TRUE	4to	28	22	1	616	3	479529	0	99.6
oblong 1/8⁰.	8vo	NA	NA	TRUE	8vo	19	13	1	247	3	479532	0	99.6
vertical slip.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	3	479535	0	99.6
(1/4&quot;)	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479537	0	99.6
(4to and 8vo)	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479539	0	99.6
[fewer than 50 pages]	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479541	0	99.6
/1/2⁰.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479543	0	99.6
/2⁰.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479545	0	99.6
1/2 sheet.	1to	NA	NA	FALSE	2fo	30	45	0	1350	2	479547	0	99.6
1/2⁰ (33 x 21 cm)	2fo	NA	NA	FALSE	2fo	30	45	0	1350	2	479549	0	99.6
1/2⁰ (34 x 20 cm)	2fo	NA	NA	FALSE	2fo	30	45	0	1350	2	479551	0	99.6
1/2⁰,	2fo	NA	NA	FALSE	2fo	30	45	0	1350	2	479553	0	99.6
1/2⁰.; 1/2⁰.	2fo	NA	NA	FALSE	2fo	30	45	0	1350	2	479555	0	99.6
1/4.	4to	NA	NA	FALSE	4to	22	28	0	616	2	479557	0	99.6
1/4⁰?	4to	NA	NA	FALSE	4to	22	28	0	616	2	479559	0	99.6
1/8⁰ &amp; 8⁰.	8vo	NA	NA	FALSE	8vo	13	19	0	247	2	479561	0	99.6
1/obl.4⁰.	4to	NA	NA	TRUE	4to	28	22	1	616	2	479563	0	99.6
1\2⁰.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479565	0	99.6
10 x 13 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479567	0	99.6
10 x 17 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479569	0	99.6
10 x 24 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479571	0	99.6
11 cm. (12mo and 18mo)	NA	NA	11	FALSE	NA	8	11	NA	88	2	479573	0	99.6
11 x 13 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479575	0	99.6
11 x 17 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479577	0	99.6
12 ⁰.	12mo	NA	NA	FALSE	12mo	12.5	19	0	237.5	2	479579	0	99.6
12 cm (16⁰)	16mo	NA	12	FALSE	16mo	9	12	0	108	2	479581	0	99.6
12 x 14 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479583	0	99.6
12 x 17 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479585	0	99.6
12 x 21 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479587	0	99.6
12 x 23 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479589	0	99.6
12⁰ (18 cm.).	12mo	NA	18	FALSE	12mo	12	18	0	216	2	479591	0	99.6
12⁰.; 12⁰.	12mo	NA	NA	FALSE	12mo	12.5	19	0	237.5	2	479593	0	99.6
128⁰? in 8's.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479595	0	99.6
12�.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479597	0	99.6
13 cm	NA	NA	13	FALSE	16mo	10	13	0	130	2	479599	0	99.6
13 x 26 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479601	0	99.6
14 cm. (12mo and 18mo)	NA	NA	14	FALSE	16mo	11	14	0	154	2	479603	0	99.6
14 x 15 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479605	0	99.6
14 x 21 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479607	0	99.6
14 x 22 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479609	0	99.6
14 x 27 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479611	0	99.6
15 cm (4⁰)	4to	NA	15	FALSE	4to	14	15	0	210	2	479613	0	99.6
15 cm. (12 mo)	12mo	NA	15	FALSE	12mo	11	15	0	165	2	479615	0	99.6
15 cm. (12mo and 8vo)	NA	NA	15	FALSE	16mo	12	15	0	180	2	479617	0	99.6
15 cm. (8⁰)	8vo	NA	15	FALSE	8vo	11	15	0	165	2	479619	0	99.6
15 x 11 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479621	0	99.6
15 x 21 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479623	0	99.6
15 x 22 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479625	0	99.6
15 x 24 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479627	0	99.6
15 x 9 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479629	0	99.6
16 cm 8⁰	8vo	NA	16	FALSE	8vo	11	16	0	176	2	479631	0	99.6
16 cm. (8⁰)	8vo	NA	16	FALSE	8vo	11	16	0	176	2	479633	0	99.6
16 x 21 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479635	0	99.6
16$.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479637	0	99.6
16⁰ in 8's	16mo	NA	NA	FALSE	16mo	12	15	0	180	2	479639	0	99.6
16⁰?	16mo	NA	NA	FALSE	16mo	12	15	0	180	2	479641	0	99.6
17 cm (4⁰)	4to	NA	17	FALSE	4to	15	17	0	255	2	479643	0	99.6
17 cm. (12 mo)	12mo	NA	17	FALSE	12mo	12	17	0	204	2	479645	0	99.6
17 cm. (12mo.)	12mo	NA	17	FALSE	12mo	12	17	0	204	2	479647	0	99.6
17 cm. (8⁰)	8vo	NA	17	FALSE	8vo	12	17	0	204	2	479649	0	99.6
17 cm. 8⁰	8vo	NA	17	FALSE	8vo	12	17	0	204	2	479651	0	99.6
17 x 10 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479653	0	99.6
17 x 17 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479655	0	99.6
17 x 24 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479657	0	99.6
17 x 8 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479659	0	99.6
18 cm (12⁰ in 6s)	12mo	NA	18	FALSE	12mo	12	18	0	216	2	479661	0	99.6
18 cm. (12mo.)	12mo	NA	18	FALSE	12mo	12	18	0	216	2	479663	0	99.6
18 cm. (8⁰)	8vo	NA	18	FALSE	8vo	12	18	0	216	2	479665	0	99.6
18 x 11 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479667	0	99.6
18 x 16 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479669	0	99.6
18 x 21 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479671	0	99.6
18 x 23 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479673	0	99.6
19 x 11 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479675	0	99.6
19 x 20 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479677	0	99.6
19 x 22 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479679	0	99.6
19 x 24 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479681	0	99.6
19 x 9 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479683	0	99.6
2₀	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479685	0	99.6
2⁰ (31-48 cm.).	2fo	NA	NA	FALSE	2fo	30	45	0	1350	2	479687	0	99.6
2⁰ (32 cm.).	2fo	NA	32	FALSE	2fo	21	32	0	672	2	479689	0	99.6
2⁰ and 1/2⁰.	2fo	NA	NA	FALSE	2fo	30	45	0	1350	2	479691	0	99.6
20 cm. (4to and 8vo)	NA	NA	20	FALSE	NA	13	20	NA	260	2	479693	0	99.6
20 cm. (8vo and 4to)	NA	NA	20	FALSE	NA	13	20	NA	260	2	479695	0	99.6
20 x 23 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479697	0	99.6
20 x 24 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479699	0	99.6
20 x 32 cm (2⁰)	2fo	NA	NA	FALSE	2fo	30	45	0	1350	2	479701	0	99.6
2⁰; 1/2⁰.	2fo	NA	NA	FALSE	2fo	30	45	0	1350	2	479703	0	99.7
2⁰; 1⁰.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479705	0	99.7
2⁰?	2fo	NA	NA	FALSE	2fo	30	45	0	1350	2	479707	0	99.7
2₀.	2fo	NA	NA	FALSE	2fo	30	45	0	1350	2	479709	0	99.7
2⁰(1 and a half).	2fo	NA	NA	FALSE	2fo	30	45	0	1350	2	479711	0	99.7
2⁰(4).	2fo	NA	NA	FALSE	2fo	30	45	0	1350	2	479713	0	99.7
20cm (8⁰)	8vo	NA	NA	FALSE	8vo	13	19	0	247	2	479715	0	99.7
21 cm. 4⁰	4to	NA	21	FALSE	4to	17	21	0	357	2	479717	0	99.7
21 x 19 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479719	0	99.7
21 x 26 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479721	0	99.7
22 x 13 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479723	0	99.7
22 x 21 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479725	0	99.7
22 x 22 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479727	0	99.7
23 x 37 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479729	0	99.7
23-31 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479731	0	99.7
24 cm (4⁰)	4to	NA	24	FALSE	4to	19	24	0	456	2	479733	0	99.7
24 x 12 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479735	0	99.7
24.	24mo	NA	NA	FALSE	24mo	8.5	12.5	0	106.25	2	479737	0	99.7
25 cm. (4⁰)	4to	NA	25	FALSE	4to	19	25	0	475	2	479739	0	99.7
25 x 16 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479741	0	99.7
25 x 22 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479743	0	99.7
25 x 26 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479745	0	99.7
26 cm. 2⁰	2fo	NA	26	FALSE	2fo	17	26	0	442	2	479747	0	99.7
26 x 14 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479749	0	99.7
26 x 17 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479751	0	99.7
26 x 40 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479753	0	99.7
27 x 18 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479755	0	99.7
27 x 19 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479757	0	99.7
27 x 34 cm (2⁰)	2fo	NA	NA	FALSE	2fo	30	45	0	1350	2	479759	0	99.7
27-28 cm. (4⁰)	4to	NA	NA	FALSE	4to	22	28	0	616	2	479761	0	99.7
27-41 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479763	0	99.7
27cm (2⁰)	2fo	NA	NA	FALSE	2fo	30	45	0	1350	2	479765	0	99.7
27cm. (4⁰)	4to	NA	27	FALSE	4to	21	27	0	567	2	479767	0	99.7
28 x 11 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479769	0	99.7
28 x 16 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479771	0	99.7
28 x 24 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479773	0	99.7
29 cm. (1/2⁰)	2fo	NA	29	FALSE	2fo	19	29	0	551	2	479775	0	99.7
29 x 16 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479777	0	99.7
2o.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479779	0	99.7
30 x 13 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479781	0	99.7
30 x 15 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479783	0	99.7
30 x 17 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479785	0	99.7
30cm (2⁰)	2fo	NA	NA	FALSE	2fo	30	45	0	1350	2	479787	0	99.7
31 cm (4⁰)	4to	NA	31	FALSE	4to	24	31	0	744	2	479789	0	99.7
31 x 12 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479791	0	99.7
31-46 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479793	0	99.7
31cm (1/2⁰)	2fo	NA	NA	FALSE	2fo	30	45	0	1350	2	479795	0	99.7
32 cm. (fol)	2fo	NA	32	FALSE	2fo	21	32	0	672	2	479797	0	99.7
32 x 13 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479799	0	99.7
32 x 20 cm. (1/2&quot;)	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479801	0	99.7
32 x 25 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479803	0	99.7
32 x 26 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479805	0	99.7
32 x 27 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479807	0	99.7
32 x 29 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479809	0	99.7
32 x 40 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479811	0	99.7
32-45 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479813	0	99.7
33 cm. (2⁰)	2fo	NA	33	FALSE	2fo	22	33	0	726	2	479815	0	99.7
33 cm. 2⁰	2fo	NA	33	FALSE	2fo	22	33	0	726	2	479817	0	99.7
33 x 10 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479819	0	99.7
33 x 14 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479821	0	99.7
33 x 28 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479823	0	99.7
33 x 31 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479825	0	99.7
33 x 32 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479827	0	99.7
33 x 40 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479829	0	99.7
33 x 41 cm.	NA	NA	NA	FALSE	NA	NA	NA	0	NA	2	479831	0	99.7
